"","featureid","zone","riparian_distance_ft","agriculture","alloffnet","allonnet","ann_tmax_c","ann_tmin_c","apr_prcp_mm","AreaSqKM","aug_prcp_mm","dec_prcp_mm","deg_barr_1","deg_barr_2","deg_barr_3","deg_barr_4","deg_barr_5","deg_barr_6","deg_barr_7","deg_barr_all","dep_no3_2011","dep_so4_2011","devel_hi","devel_low","devel_med","devel_opn","developed","drainageclass","elevation","feb_prcp_mm","forest","forest_decid","forest_evgrn","forest_mixed","fwsopenwater","fwswetlands","herbaceous","hydrogroup_a","hydrogroup_ab","hydrogroup_cd","hydrogroup_d1","hydrogroup_d4","impervious","jan_prcp_mm","jul_prcp_mm","jun_prcp_mm","mar_prcp_mm","may_prcp_mm","nov_prcp_mm","oct_prcp_mm","openoffnet","openonnet","percent_sandy","sep_prcp_mm","slope_pcnt","surfcoarse","tree_canopy","undev_forest","water","wetland"
"210","201474695","local",NA," 0.0000000"," 2.3536900"," 19.5293000","10.07130","-2.174420000","119.9660","1.41480e+00","121.7800","122.7010"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.06760","12.35080"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","4.04204","680.1740"," 96.4551"," 83.26970"," 11.005100","27.353700"," 44.910900","1.59033e+01","  5.9796400"," 1.4631000","0.00000e+00"," 28.7532000"," 54.834600","11.5776000"," 11.5776000","0.00000e+00","120.7580","114.7300","127.544","118.2570","124.553","131.513","137.624","0.00000000","1.59033e+01","  0.0000000","122.209"," 7.5298500","0.00000e+00","70.2455000"," 83.26970","1.52672e+01"," 11.9593000"
"211","201474695","upstream","200"," 0.0000000"," 0.3378380"," 48.6486000",NA,NA,NA,"2.65471e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"667.3920",NA," 68.58110","  4.054050","11.148600"," 53.378400","3.10811e+01"," 17.9054000"," 2.7027000","0.00000e+00","  8.1081100"," 62.837800","37.1622000"," 37.1622000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","3.10811e+01","  0.0000000",NA," 5.2618000","0.00000e+00","53.8851000"," 68.58110","2.87162e+01"," 40.5405000"
"212","201474695","upstream",NA," 0.0000000"," 2.3536900"," 19.5293000","10.07130","-2.174420000","119.9660","1.41480e+00","121.7800","122.7010"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.06760","12.35080"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","4.04204","680.1740"," 96.4551"," 83.26970"," 11.005100","27.353700"," 44.910900","1.59033e+01","  5.9796400"," 1.4631000","0.00000e+00"," 28.7532000"," 54.834600","11.5776000"," 11.5776000","0.00000e+00","120.7580","114.7300","127.544","118.2570","124.553","131.513","137.624","0.00000000","1.59033e+01","  0.0000000","122.209"," 7.5298500","0.00000e+00","70.2455000"," 83.26970","1.52672e+01"," 11.9593000"
"213","201474696","local","200"," 0.0000000"," 0.0000000","100.0000000",NA,NA,NA,"1.01859e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"649.0000",NA,"  0.00000","  0.000000"," 0.000000","  0.000000","1.00000e+02","  0.0000000"," 0.0000000","0.00000e+00","  0.0000000","  0.000000"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","1.00000e+02","  0.0000000",NA," 0.0000000","0.00000e+00"," 0.0000000","  0.00000","1.00000e+02","  0.0000000"
"214","201474696","local",NA," 0.0000000"," 0.2506270"," 38.8471000","10.10580","-2.002970000","121.4740","1.07730e+00","123.1410","124.7030"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.34960","12.60540"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"685.8260"," 97.6424"," 57.89470"," 23.642400","12.197200"," 22.055100","3.88471e+01","  0.2506270"," 0.7518800","0.00000e+00"," 28.7385000"," 31.746000"," 6.6833700","  6.6833700","0.00000e+00","123.2320","117.3150","129.721","119.9410","125.917","133.170","140.433","0.00000000","3.88471e+01","  0.0000000","123.553"," 9.1441600","0.00000e+00","50.8521000"," 57.89470","4.13534e+01","  0.0000000"
"215","201474696","upstream","200"," 0.0000000"," 0.0929152"," 51.7770000",NA,NA,NA,"7.75438e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.51103400"," 0.5110340",NA,"701.0870",NA," 75.91170"," 25.981400"," 7.398370"," 42.531900","2.25552e+01"," 29.1173000"," 2.7293800","5.57491e-01"," 19.7213000"," 56.759600","28.1649000"," 28.1649000","2.39257e-02",NA,NA,NA,NA,NA,NA,NA,"0.08130080","2.24739e+01","  0.0000000",NA," 7.6973300","9.98839e-01","61.1909000"," 76.30170","2.08479e+01"," 35.6562000"
"216","201474696","upstream",NA," 0.0000000"," 1.9690500"," 18.3318000","10.08640","-1.831330000","128.4660","6.00138e+01","130.3440","131.4330"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1","13.73250","12.93360"," 0.00000000"," 0.00000000"," 0.00000000"," 0.46039400"," 0.4603940","4.23113","736.8700","108.0110"," 89.32850"," 57.076900"," 8.879460"," 23.372100","8.82397e+00"," 11.4199000"," 1.5386500","2.29447e-01"," 18.9196000"," 71.926500","21.3431000"," 21.3431000","1.90006e-02","127.6330","130.2870","142.341","129.0440","133.155","143.056","151.760","0.03899100","8.78498e+00","  0.0000000","130.602","10.3307000","4.24402e-01","76.8464000"," 89.74160","8.67251e+00"," 13.7773000"
"217","201474705","local","200"," 0.0000000"," 0.4545450","  4.5454500",NA,NA,NA,"1.97256e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","5.26267","640.6180",NA,"100.00000"," 23.636400"," 4.545450"," 71.818200","0.00000e+00","  5.0000000"," 0.0000000","0.00000e+00"," 10.4545000"," 86.818200","40.9091000"," 40.9091000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA," 9.7621200","0.00000e+00","82.4818000","100.00000","0.00000e+00"," 22.7273000"
"218","201474705","local",NA," 0.0000000"," 0.0758150","  0.9097800","10.39870","-1.777230000","121.2450","1.18710e+00","125.4380","119.7180"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12.87270","12.06080"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.90729","673.5960"," 96.0955","100.00000"," 69.067500"," 0.758150"," 30.174400","0.00000e+00","  0.9855950"," 0.0000000","0.00000e+00"," 49.0523000"," 50.417000","20.3184000"," 20.3184000","0.00000e+00","120.5310","124.3030","140.473","125.3300","126.596","138.238","145.002","0.00000000","0.00000e+00","  0.0000000","126.373","14.2367000","0.00000e+00","86.7870000","100.00000","0.00000e+00","  3.7907500"
"219","201474705","upstream","200"," 0.0000000"," 0.1818180"," 11.4545000",NA,NA,NA,"4.96312e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","4.40561","678.4960",NA,"100.00000"," 48.181800"," 3.090910"," 48.727300","1.27273e+00"," 10.1818000"," 0.0000000","0.00000e+00","  7.2727300"," 89.454500","44.9091000"," 44.9091000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","1.27273e+00","  0.0000000",NA,"13.4356000","0.00000e+00","81.1945000","100.00000","0.00000e+00"," 21.2727000"
"220","201474705","upstream",NA," 0.0000000"," 0.0294464","  2.1790300","10.28680","-1.660630000","122.1000","3.05640e+00","126.4360","119.8530"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.05610","12.23030"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.49098","715.6630"," 96.1859","100.00000"," 77.915200"," 1.207300"," 20.877500","2.06125e-01","  1.9729100"," 0.0000000","0.00000e+00"," 38.6337000"," 60.806800","37.6325000"," 37.6325000","0.00000e+00","122.0850","125.7970","143.088","126.7350","126.930","139.781","146.695","0.00000000","2.06125e-01","  0.0000000","127.341","18.5319000","0.00000e+00","85.5830000","100.00000","0.00000e+00","  3.7102500"
"221","201474706","local","200"," 0.0000000"," 0.0000000"," 20.0000000",NA,NA,NA,"8.93924e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","4.73000","654.4000",NA,"100.00000"," 70.000000"," 0.000000"," 30.000000","0.00000e+00"," 20.0000000"," 0.0000000","0.00000e+00"," 20.0000000"," 80.000000","29.0000000"," 29.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"11.2048000","0.00000e+00","80.8500000","100.00000","0.00000e+00"," 25.0000000"
"222","201474706","local",NA," 0.0000000"," 0.0000000","  1.7543900","10.24910","-1.454730000","122.4140","1.07730e+00","126.6330","120.0040"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12.85860","12.03450"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.45530","745.1870"," 96.4421","100.00000"," 94.319100"," 0.000000","  5.680870","0.00000e+00","  1.7543900"," 0.0000000","0.00000e+00"," 39.3484000"," 60.651600","23.8931000"," 23.8931000","0.00000e+00","122.1170","124.9610","143.768","127.3440","127.583","140.243","147.116","0.00000000","0.00000e+00","  0.0000000","128.016","21.4070000","0.00000e+00","85.3459000","100.00000","0.00000e+00","  2.8404300"
"223","201474706","upstream","200"," 0.0000000"," 0.0000000"," 20.0000000",NA,NA,NA,"8.93924e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","4.73000","654.4000",NA,"100.00000"," 70.000000"," 0.000000"," 30.000000","0.00000e+00"," 20.0000000"," 0.0000000","0.00000e+00"," 20.0000000"," 80.000000","29.0000000"," 29.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"11.2048000","0.00000e+00","80.8500000","100.00000","0.00000e+00"," 25.0000000"
"224","201474706","upstream",NA," 0.0000000"," 0.0000000","  1.7543900","10.24910","-1.454730000","122.4140","1.07730e+00","126.6330","120.0040"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12.85860","12.03450"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.45530","745.1870"," 96.4421","100.00000"," 94.319100"," 0.000000","  5.680870","0.00000e+00","  1.7543900"," 0.0000000","0.00000e+00"," 39.3484000"," 60.651600","23.8931000"," 23.8931000","0.00000e+00","122.1170","124.9610","143.768","127.3440","127.583","140.243","147.116","0.00000000","0.00000e+00","  0.0000000","128.016","21.4070000","0.00000e+00","85.3459000","100.00000","0.00000e+00","  2.8404300"
"225","201474720","local","200"," 0.0000000"," 2.2727300"," 11.3636000",NA,NA,NA,"2.34966e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.00386","706.9960",NA," 92.80300"," 30.681800","12.121200"," 50.000000","3.78788e+00","  9.4697000"," 7.1969700","0.00000e+00"," 98.1061000","  1.136360"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"2.27273000","1.51515e+00","  0.0000000",NA," 9.1974600","0.00000e+00","81.9886000"," 92.80300","0.00000e+00"," 18.5606000"
"226","201474720","local",NA," 0.0000000"," 1.1904800","  1.6045500"," 9.99119","-1.433370000","129.9370","1.73880e+00","133.7370","135.4810"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.46760","12.78820"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.00052","783.9310","110.8530"," 98.65420"," 78.260900"," 3.881990"," 16.511400","7.76398e-01","  1.9668700"," 1.3457600","0.00000e+00"," 78.8820000"," 20.548700"," 0.0000000","  0.0000000","0.00000e+00","128.0000","133.9770","141.164","127.8980","138.339","143.425","153.113","0.56935800","2.07039e-01","  0.0000000","135.511","15.2629000","0.00000e+00","86.6211000"," 98.65420","0.00000e+00","  3.5196700"
"227","201474720","upstream","200"," 0.0000000"," 2.2727300"," 11.3636000",NA,NA,NA,"2.34966e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.00386","706.9960",NA," 92.80300"," 30.681800","12.121200"," 50.000000","3.78788e+00","  9.4697000"," 7.1969700","0.00000e+00"," 98.1061000","  1.136360"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"2.27273000","1.51515e+00","  0.0000000",NA," 9.1974600","0.00000e+00","81.9886000"," 92.80300","0.00000e+00"," 18.5606000"
"228","201474720","upstream",NA," 0.0000000"," 1.1904800","  1.6045500"," 9.99119","-1.433370000","129.9370","1.73880e+00","133.7370","135.4810"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.46760","12.78820"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.00052","783.9310","110.8530"," 98.65420"," 78.260900"," 3.881990"," 16.511400","7.76398e-01","  1.9668700"," 1.3457600","0.00000e+00"," 78.8820000"," 20.548700"," 0.0000000","  0.0000000","0.00000e+00","128.0000","133.9770","141.164","127.8980","138.339","143.425","153.113","0.56935800","2.07039e-01","  0.0000000","135.511","15.2629000","0.00000e+00","86.6211000"," 98.65420","0.00000e+00","  3.5196700"
"229","201474721","local","200"," 0.0000000"," 0.0000000"," 54.6218000",NA,NA,NA,"1.09531e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.72269","675.0080",NA,"100.00000","  0.000000"," 8.403360"," 91.596600","0.00000e+00"," 54.6218000"," 0.0000000","0.00000e+00"," 29.4118000"," 70.588200"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA," 4.8351300","0.00000e+00","78.9496000","100.00000","0.00000e+00"," 72.2689000"
"230","201474721","local",NA," 0.0000000"," 0.5102040"," 24.8299000","10.01630","-2.202850000","122.9570","5.29200e-01","126.7870","125.3710"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.00400","12.34050"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.30952","683.7520"," 98.6311"," 98.29930"," 19.727900","11.904800"," 66.666700","6.80272e-01"," 24.6599000"," 0.8503400","0.00000e+00"," 69.0476000"," 30.952400"," 0.0000000","  0.0000000","0.00000e+00","120.0050","123.5060","130.566","119.6110","129.235","135.023","141.874","0.68027200","0.00000e+00","  0.0000000","128.111"," 7.1518900","0.00000e+00","83.2007000"," 98.29930","8.50340e-01"," 31.9728000"
"231","201474721","upstream","200"," 0.0000000"," 0.1752850"," 13.3216000",NA,NA,NA,"1.03096e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.14223","749.2060",NA," 99.91240"," 44.697600"," 5.521470"," 49.693300","9.64067e-01"," 12.5329000"," 0.0876424","0.00000e+00"," 83.3479000"," 16.213800"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","9.64067e-01","  0.0000000",NA,"11.3034000","0.00000e+00","84.5118000"," 99.91240","0.00000e+00"," 15.3374000"
"232","201474721","upstream",NA," 0.0000000"," 0.2446250","  3.4247500"," 9.92000","-1.136250000","132.6000","6.99030e+00","135.0110","140.6730"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.58490","12.87990"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.03956","810.1060","116.9140"," 99.69100"," 78.563100"," 4.840990"," 16.286900","2.06000e-01","  3.4633700"," 0.2317500","0.00000e+00"," 76.1684000"," 23.741500"," 0.0000000","  0.0000000","0.00000e+00","132.6040","137.8420","145.614","132.0670","141.424","146.777","157.513","0.06437490","1.41625e-01","  0.0000000","136.630","16.0360000","0.00000e+00","86.3600000"," 99.69100","7.72499e-02","  4.4676200"
"233","201474728","local","200"," 0.0000000"," 0.0000000"," 55.5315000",NA,NA,NA,"4.18339e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"671.1190",NA," 77.44030"," 19.739700"," 7.158350"," 50.542300","2.10412e+01"," 34.4902000"," 4.1214800","0.00000e+00","  2.8199600"," 72.451200","37.3102000"," 37.3102000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","2.10412e+01","  0.0000000",NA," 7.7721700","0.00000e+00","61.0022000"," 77.44030","1.84382e+01"," 43.3839000"
"234","201474728","local",NA," 0.0000000"," 0.0460193"," 22.1813000"," 9.99288","-2.280600000","119.6980","1.95570e+00","121.3300","122.6480"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.00040","12.29860"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.91675","691.7220"," 96.3018"," 87.52880"," 56.741800"," 7.731250"," 23.055700","1.20110e+01"," 10.2163000"," 0.8743670","0.00000e+00"," 14.9563000"," 72.250300","19.2821000"," 19.2821000","0.00000e+00","120.8150","113.9230","126.192","117.9340","124.272","131.100","135.990","0.00000000","1.20110e+01","  0.0000000","121.773","11.2360000","0.00000e+00","73.7391000"," 87.52880","1.15969e+01"," 12.6093000"
"235","201474728","upstream","200"," 0.0000000"," 0.0000000"," 55.5315000",NA,NA,NA,"4.18339e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"671.1190",NA," 77.44030"," 19.739700"," 7.158350"," 50.542300","2.10412e+01"," 34.4902000"," 4.1214800","0.00000e+00","  2.8199600"," 72.451200","37.3102000"," 37.3102000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","2.10412e+01","  0.0000000",NA," 7.7721700","0.00000e+00","61.0022000"," 77.44030","1.84382e+01"," 43.3839000"
"236","201474728","upstream",NA," 0.0000000"," 0.0460193"," 22.1813000"," 9.99288","-2.280600000","119.6980","1.95570e+00","121.3300","122.6480"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.00040","12.29860"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.91675","691.7220"," 96.3018"," 87.52880"," 56.741800"," 7.731250"," 23.055700","1.20110e+01"," 10.2163000"," 0.8743670","0.00000e+00"," 14.9563000"," 72.250300","19.2821000"," 19.2821000","0.00000e+00","120.8150","113.9230","126.192","117.9340","124.272","131.100","135.990","0.00000000","1.20110e+01","  0.0000000","121.773","11.2360000","0.00000e+00","73.7391000"," 87.52880","1.15969e+01"," 12.6093000"
"237","201474729","local","200"," 0.0000000"," 0.0000000","100.0000000",NA,NA,NA,"3.82464e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"649.0000",NA,"  0.00000","  0.000000"," 0.000000","  0.000000","1.00000e+02","  0.0000000"," 0.0000000","0.00000e+00","  0.0000000","  0.000000"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","1.00000e+02","  0.0000000",NA," 0.0000000","0.00000e+00"," 0.0000000","  0.00000","1.00000e+02","  0.0000000"
"238","201474729","local",NA," 0.0000000"," 0.0000000","100.0000000","10.28490","-1.942810000","120.5330","1.04400e-01","121.6730","123.8280"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.14940","12.42820"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"649.0000"," 96.9677","  0.00000","  0.000000"," 0.000000","  0.000000","1.00000e+02","  0.0000000"," 0.0000000","0.00000e+00","  0.0000000","  0.000000"," 0.0000000","  0.0000000","0.00000e+00","122.5230","113.6920","126.916","118.9760","124.702","131.885","137.474","0.00000000","1.00000e+02","  0.0000000","122.067"," 0.0000000","0.00000e+00"," 0.0000000","  0.00000","1.00000e+02","  0.0000000"
"239","201474729","upstream","200"," 0.0000000"," 0.1005700"," 51.9052000",NA,NA,NA,"8.05810e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.49167500"," 0.4916750",NA,"699.7220",NA," 75.30450"," 25.131300"," 7.486870"," 42.686300","2.32093e+01"," 28.6065000"," 2.7153900","5.36373e-01"," 19.2424000"," 56.687900","28.3272000"," 28.3272000","2.30193e-02",NA,NA,NA,NA,NA,NA,NA,"0.07822100","2.31311e+01","  0.0000000",NA," 7.5797800","9.61001e-01","60.6553000"," 75.67660","2.14884e+01"," 35.6464000"
"240","201474729","upstream",NA," 0.0000000"," 1.9745500"," 18.4979000","10.08640","-1.839410000","128.2570","6.15330e+01","130.1320","131.2190"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1","13.71620","12.91930"," 0.00000000"," 0.00000000"," 0.00000000"," 0.44902700"," 0.4490270","4.22707","735.4170","107.7270"," 89.03760"," 55.920700"," 9.289160"," 23.827700","9.14144e+00"," 11.2754000"," 1.5343000","2.23782e-01"," 19.1136000"," 71.411400","21.0823000"," 21.0823000","1.85315e-02","127.4660","129.9010","141.975","128.7790","132.942","142.772","151.410","0.03802840","9.10341e+00","  0.0000000","130.395","10.2488000","4.13924e-01","76.5643000"," 89.43920","8.97908e+00"," 13.7122000"
"241","201474778","local","200"," 0.0000000"," 0.0000000"," 14.2857000",NA,NA,NA,"1.26837e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.47143","659.9640",NA,"100.00000","  0.714286","13.571400"," 85.714300","0.00000e+00"," 14.2857000"," 0.0000000","0.00000e+00"," 52.8571000"," 47.142900"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"11.7373000","0.00000e+00","85.6714000","100.00000","0.00000e+00"," 20.0000000"
"242","201474778","local",NA," 0.0000000"," 7.0500900","  6.3079800","10.09700","-2.106560000","120.8350","4.85100e-01","124.4920","123.0160"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12.79530","12.14680"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.29128","669.0220"," 96.7823"," 99.25790"," 11.502800","10.204100"," 77.551000","0.00000e+00"," 13.3581000"," 0.7421150","0.00000e+00"," 71.9852000"," 28.014800"," 0.0000000","  0.0000000","0.00000e+00","117.8000","119.2320","127.929","117.3370","126.929","132.468","139.072","0.00000000","0.00000e+00","  0.0000000","125.492"," 8.3328600","0.00000e+00","86.5250000"," 99.25790","0.00000e+00"," 17.6252000"
"243","201474778","upstream","200"," 0.0000000"," 0.5177990"," 13.0744000",NA,NA,NA,"1.39276e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.14889","733.9070",NA," 98.70550"," 38.317200"," 7.378640"," 53.009700","1.35922e+00"," 12.1683000"," 1.2945000","0.00000e+00"," 83.1068000"," 16.440100"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.38835000","9.70874e-01","  0.0000000",NA,"10.9829000","0.00000e+00","84.1858000"," 98.70550","0.00000e+00"," 16.3107000"
"244","201474778","upstream",NA," 0.0000000"," 0.7814030","  3.2330500"," 9.94275","-1.243400000","131.4780","9.21420e+00","134.2170","138.7640"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13.52120","12.82400"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.04549","797.7390","114.7100"," 99.47250"," 74.975600"," 4.942370"," 19.554600","3.02794e-01","  3.7018900"," 0.4688420","0.00000e+00"," 76.4602000"," 23.363900"," 0.0000000","  0.0000000","0.00000e+00","130.9560","136.1330","143.844","130.5050","140.079","145.391","155.712","0.15628100","1.46513e-01","  0.0000000","135.833","15.4846000","0.00000e+00","86.4180000"," 99.47250","5.86052e-02","  4.9814400"
"245","201474779","local","200"," 0.0000000"," 0.0000000"," 32.7189000",NA,NA,NA,"1.96164e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.27650","666.1470",NA,"100.00000"," 10.599100"," 6.912440"," 82.488500","9.21659e-01"," 31.7972000"," 0.0000000","0.00000e+00"," 73.7327000"," 26.267300"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","9.21659e-01","  0.0000000",NA,"10.0526000","0.00000e+00","83.9631000","100.00000","0.00000e+00"," 41.4747000"
"246","201474779","local",NA," 0.0000000"," 3.9050500","  9.7243500","10.05650","-2.128740000","120.7410","1.17540e+00","124.2700","122.9630"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12.58790","11.94100"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.30551","678.4130"," 96.6932"," 99.15770"," 48.621700"," 5.819300"," 44.716700","2.29709e-01"," 13.3997000"," 0.7656970","0.00000e+00"," 78.9433000"," 21.056700"," 2.8330800","  2.8330800","0.00000e+00","118.1320","118.9170","127.714","117.5470","126.647","132.416","138.705","0.07656970","1.53139e-01","  0.0000000","125.033"," 7.9260400","0.00000e+00","85.3997000"," 99.15770","7.65697e-02"," 17.3047000"
"247","201474779","upstream","200"," 0.0000000"," 0.0000000"," 32.7189000",NA,NA,NA,"1.96164e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.27650","666.1470",NA,"100.00000"," 10.599100"," 6.912440"," 82.488500","9.21659e-01"," 31.7972000"," 0.0000000","0.00000e+00"," 73.7327000"," 26.267300"," 0.0000000","  0.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","9.21659e-01","  0.0000000",NA,"10.0526000","0.00000e+00","83.9631000","100.00000","0.00000e+00"," 41.4747000"
"248","201474779","upstream",NA," 0.0000000"," 3.9050500","  9.7243500","10.05650","-2.128740000","120.7410","1.17540e+00","124.2700","122.9630"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12.58790","11.94100"," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.30551","678.4130"," 96.6932"," 99.15770"," 48.621700"," 5.819300"," 44.716700","2.29709e-01"," 13.3997000"," 0.7656970","0.00000e+00"," 78.9433000"," 21.056700"," 2.8330800","  2.8330800","0.00000e+00","118.1320","118.9170","127.714","117.5470","126.647","132.416","138.705","0.07656970","1.53139e-01","  0.0000000","125.033"," 7.9260400","0.00000e+00","85.3997000"," 99.15770","7.65697e-02"," 17.3047000"
