question,expert_ID,species,pr_occ,drainage,s.drainage,width,s.width,temp,s.temp,riparian,s.riparian,upland,s.upland,trout
6,2,DEFU,0.40,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,2,DEFU,0.70,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,2,DEFU,0.99,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,2,GYPO,0.01,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,2,GYPO,0.20,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,2,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,2,GYPO,0.30,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,2,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,2,GYPO,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,2,GYPO,0.40,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,2,GYPO,0.70,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,2,GYPO,0.99,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,2,EUBI,0.01,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,2,EUBI,0.20,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,2,EUBI,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,2,EUBI,0.30,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,2,EUBI,0.50,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,2,EUBI,0.70,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,2,EUBI,0.40,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,2,EUBI,0.70,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,2,EUBI,0.99,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,3,DEFU,0.01,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,3,DEFU,0.20,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,3,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,3,DEFU,0.30,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,3,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,3,DEFU,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,3,DEFU,0.40,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,3,DEFU,0.70,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,3,DEFU,0.99,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,3,GYPO,0.01,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,3,GYPO,0.20,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,3,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,3,GYPO,0.30,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,3,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,3,GYPO,0.85,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,3,GYPO,0.40,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,3,GYPO,0.70,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,3,GYPO,0.99,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,3,EUBI,0.01,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,3,EUBI,0.20,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,3,EUBI,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,3,EUBI,0.30,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,3,EUBI,0.50,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,3,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,3,EUBI,0.40,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,3,EUBI,0.70,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,3,EUBI,0.99,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
7,1,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,1,DEFU,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,1,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,1,GYPO,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,1,EUBI,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,1,EUBI,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,2,DEFU,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,2,DEFU,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,2,GYPO,0.70,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,2,GYPO,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,2,EUBI,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,2,EUBI,0.70,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,3,DEFU,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,3,DEFU,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,3,GYPO,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,3,GYPO,0.85,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
7,3,EUBI,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,3,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
2,4,DEFU,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
2,4,GYPO,0.40,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
2,4,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
2,5,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
2,5,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
2,5,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.80,0.75,-0.0366,0.5,-0.3507,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.80,1,-0.0325,1,-0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.80,2,-0.0162,2,-0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.78,4,0.0162,3,0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.76,5,0.0325,3.5,0.1753,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.74,10,0.1137,4,0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.70,15,0.1950,5,0.4384,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.50,40,0.6011,8,0.9644,16,0.0000,100,0.0000,50,0.0000,0
3,4,DEFU,0.18,200,3.2005,20,3.0685,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.90,0.75,-0.0366,0.5,-0.3507,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.90,1,-0.0325,1,-0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.88,2,-0.0162,2,-0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.70,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.75,4,0.0162,3,0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.65,5,0.0325,3.5,0.1753,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.48,10,0.1137,4,0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.30,15,0.1950,5,0.4384,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.25,40,0.6011,8,0.9644,16,0.0000,100,0.0000,50,0.0000,0
3,4,GYPO,0.10,200,3.2005,20,3.0685,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.50,0.75,-0.0366,0.5,-0.3507,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.55,1,-0.0325,1,-0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.60,2,-0.0162,2,-0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.65,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.75,4,0.0162,3,0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.80,5,0.0325,3.5,0.1753,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.88,10,0.1137,4,0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.90,15,0.1950,5,0.4384,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.90,40,0.6011,8,0.9644,16,0.0000,100,0.0000,50,0.0000,0
3,4,EUBI,0.90,200,3.2005,20,3.0685,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.70,0.75,-0.0366,0.5,-0.3507,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.65,1,-0.0325,1,-0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.60,2,-0.0162,2,-0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.40,4,0.0162,3,0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.30,5,0.0325,3.5,0.1753,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.20,10,0.1137,4,0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.10,15,0.1950,5,0.4384,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.05,40,0.6011,8,0.9644,16,0.0000,100,0.0000,50,0.0000,0
3,5,DEFU,0.00,200,3.2005,20,3.0685,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.70,0.75,-0.0366,0.5,-0.3507,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.65,1,-0.0325,1,-0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.60,2,-0.0162,2,-0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.40,4,0.0162,3,0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.30,5,0.0325,3.5,0.1753,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.20,10,0.1137,4,0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.10,15,0.1950,5,0.4384,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.05,40,0.6011,8,0.9644,16,0.0000,100,0.0000,50,0.0000,0
3,5,GYPO,0.00,200,3.2005,20,3.0685,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.95,0.75,-0.0366,0.5,-0.3507,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.94,1,-0.0325,1,-0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.92,2,-0.0162,2,-0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.85,4,0.0162,3,0.0877,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.75,5,0.0325,3.5,0.1753,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.50,10,0.1137,4,0.2630,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.30,15,0.1950,5,0.4384,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.10,40,0.6011,8,0.9644,16,0.0000,100,0.0000,50,0.0000,0
3,5,EUBI,0.02,200,3.2005,20,3.0685,16,0.0000,100,0.0000,50,0.0000,0
4,4,DEFU,0.80,3,0.0000,2.5,0.0000,10,-0.6708,100,0.0000,50,0.0000,0
4,4,DEFU,0.75,3,0.0000,2.5,0.0000,12,-0.4472,100,0.0000,50,0.0000,0
4,4,DEFU,0.70,3,0.0000,2.5,0.0000,14,-0.2236,100,0.0000,50,0.0000,0
4,4,DEFU,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
4,4,DEFU,0.50,3,0.0000,2.5,0.0000,18,0.2236,100,0.0000,50,0.0000,0
4,4,DEFU,0.30,3,0.0000,2.5,0.0000,20,0.4472,100,0.0000,50,0.0000,0
4,4,DEFU,0.25,3,0.0000,2.5,0.0000,22,0.6708,100,0.0000,50,0.0000,0
4,4,DEFU,0.20,3,0.0000,2.5,0.0000,24,0.8944,100,0.0000,50,0.0000,0
4,4,DEFU,0.10,3,0.0000,2.5,0.0000,26,1.1180,100,0.0000,50,0.0000,0
4,4,GYPO,0.70,3,0.0000,2.5,0.0000,10,-0.6708,100,0.0000,50,0.0000,0
4,4,GYPO,0.70,3,0.0000,2.5,0.0000,12,-0.4472,100,0.0000,50,0.0000,0
4,4,GYPO,0.70,3,0.0000,2.5,0.0000,14,-0.2236,100,0.0000,50,0.0000,0
4,4,GYPO,0.40,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
4,4,GYPO,0.35,3,0.0000,2.5,0.0000,18,0.2236,100,0.0000,50,0.0000,0
4,4,GYPO,0.25,3,0.0000,2.5,0.0000,20,0.4472,100,0.0000,50,0.0000,0
4,4,GYPO,0.15,3,0.0000,2.5,0.0000,22,0.6708,100,0.0000,50,0.0000,0
4,4,GYPO,0.05,3,0.0000,2.5,0.0000,24,0.8944,100,0.0000,50,0.0000,0
4,4,GYPO,0.00,3,0.0000,2.5,0.0000,26,1.1180,100,0.0000,50,0.0000,0
4,4,EUBI,0.90,3,0.0000,2.5,0.0000,10,-0.6708,100,0.0000,50,0.0000,0
4,4,EUBI,0.90,3,0.0000,2.5,0.0000,12,-0.4472,100,0.0000,50,0.0000,0
4,4,EUBI,0.90,3,0.0000,2.5,0.0000,14,-0.2236,100,0.0000,50,0.0000,0
4,4,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
4,4,EUBI,0.90,3,0.0000,2.5,0.0000,18,0.2236,100,0.0000,50,0.0000,0
4,4,EUBI,0.85,3,0.0000,2.5,0.0000,20,0.4472,100,0.0000,50,0.0000,0
4,4,EUBI,0.85,3,0.0000,2.5,0.0000,22,0.6708,100,0.0000,50,0.0000,0
4,4,EUBI,0.80,3,0.0000,2.5,0.0000,24,0.8944,100,0.0000,50,0.0000,0
4,4,EUBI,0.80,3,0.0000,2.5,0.0000,26,1.1180,100,0.0000,50,0.0000,0
4,5,DEFU,0.50,3,0.0000,2.5,0.0000,10,-0.6708,100,0.0000,50,0.0000,0
4,5,DEFU,0.55,3,0.0000,2.5,0.0000,12,-0.4472,100,0.0000,50,0.0000,0
4,5,DEFU,0.55,3,0.0000,2.5,0.0000,14,-0.2236,100,0.0000,50,0.0000,0
4,5,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
4,5,DEFU,0.45,3,0.0000,2.5,0.0000,18,0.2236,100,0.0000,50,0.0000,0
4,5,DEFU,0.20,3,0.0000,2.5,0.0000,20,0.4472,100,0.0000,50,0.0000,0
4,5,DEFU,0.10,3,0.0000,2.5,0.0000,22,0.6708,100,0.0000,50,0.0000,0
4,5,DEFU,0.01,3,0.0000,2.5,0.0000,24,0.8944,100,0.0000,50,0.0000,0
4,5,DEFU,0.00,3,0.0000,2.5,0.0000,26,1.1180,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,10,-0.6708,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,12,-0.4472,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,14,-0.2236,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,18,0.2236,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,20,0.4472,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,22,0.6708,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,24,0.8944,100,0.0000,50,0.0000,0
4,5,GYPO,NA,3,0.0000,2.5,0.0000,26,1.1180,100,0.0000,50,0.0000,0
4,5,EUBI,0.50,3,0.0000,2.5,0.0000,10,-0.6708,100,0.0000,50,0.0000,0
4,5,EUBI,0.75,3,0.0000,2.5,0.0000,12,-0.4472,100,0.0000,50,0.0000,0
4,5,EUBI,0.90,3,0.0000,2.5,0.0000,14,-0.2236,100,0.0000,50,0.0000,0
4,5,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
4,5,EUBI,0.80,3,0.0000,2.5,0.0000,18,0.2236,100,0.0000,50,0.0000,0
4,5,EUBI,0.50,3,0.0000,2.5,0.0000,20,0.4472,100,0.0000,50,0.0000,0
4,5,EUBI,0.20,3,0.0000,2.5,0.0000,22,0.6708,100,0.0000,50,0.0000,0
4,5,EUBI,0.10,3,0.0000,2.5,0.0000,24,0.8944,100,0.0000,50,0.0000,0
4,5,EUBI,0.02,3,0.0000,2.5,0.0000,26,1.1180,100,0.0000,50,0.0000,0
6,4,DEFU,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,4,DEFU,0.30,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,4,DEFU,0.20,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,4,DEFU,0.10,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,4,DEFU,0.40,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,4,DEFU,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,4,DEFU,0.15,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,4,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,4,DEFU,0.80,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,4,GYPO,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,4,GYPO,0.00,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,4,GYPO,0.10,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,4,GYPO,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,4,GYPO,0.20,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,4,GYPO,0.40,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,4,GYPO,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,4,GYPO,0.30,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,4,GYPO,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,4,EUBI,0.10,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,4,EUBI,0.30,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,4,EUBI,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,4,EUBI,NA,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,4,EUBI,NA,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,4,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,4,EUBI,NA,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,4,EUBI,NA,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,4,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,5,DEFU,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,5,DEFU,0.10,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,5,DEFU,0.30,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,5,DEFU,0.05,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,5,DEFU,0.25,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,5,DEFU,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,5,DEFU,0.10,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,5,DEFU,0.30,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,5,DEFU,0.70,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,5,GYPO,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,5,GYPO,0.15,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,5,GYPO,0.30,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,5,GYPO,0.05,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,5,GYPO,0.30,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,5,GYPO,0.50,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,5,GYPO,0.12,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,5,GYPO,0.40,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,5,GYPO,0.70,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
6,5,EUBI,0.00,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,0,-1.0000,0
6,5,EUBI,0.65,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,0,-1.0000,0
6,5,EUBI,0.75,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,0,-1.0000,0
6,5,EUBI,0.10,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,50,0.0000,0
6,5,EUBI,0.75,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,50,0.0000,0
6,5,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,0
6,5,EUBI,0.15,3,0.0000,2.5,0.0000,16,0.0000,0,-2.0000,100,1.0000,0
6,5,EUBI,0.90,3,0.0000,2.5,0.0000,16,0.0000,50,-1.0000,100,1.0000,0
6,5,EUBI,0.95,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,100,1.0000,0
7,4,DEFU,0.20,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,4,GYPO,0.10,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,4,EUBI,0.60,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,5,DEFU,0.25,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,5,GYPO,0.25,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
7,5,EUBI,0.75,3,0.0000,2.5,0.0000,16,0.0000,100,0.0000,50,0.0000,1
